Step,polished-sweep-20,likely-sweep-19,sweepy-sweep-18,rare-sweep-17,sunny-sweep-16,playful-sweep-15,hopeful-sweep-14,floral-sweep-13,clean-sweep-12,playful-sweep-11,scarlet-sweep-7,skilled-sweep-9,exalted-sweep-10,driven-sweep-8,bumbling-sweep-6,magic-sweep-5,pretty-sweep-4,woven-sweep-3,prime-sweep-2,earthy-sweep-1
71,0.0299657192081213,0.0299657192081213,0.0299657192081213,0.0299657192081213,0.0299657192081213,0.0002689553948584944,0.0002689553948584944,0.0002689553948584944,0.0002689553948584944,0.0002689553948584944,0.00015359000826720148,0.00015359000826720148,0.00015359000826720148,0.00015359000826720148,0.00015359000826720148,0.00011324727529427037,0.00011324727529427037,0.00011324727529427037,0.00011324727529427037,0.00011324727529427037
72,0.029814643785357475,0.029814643785357475,0.029814643785357475,0.029814643785357475,0.029814643785357475,0.00026206334587186575,0.00026206334587186575,0.00026206334587186575,0.00026206334587186575,0.00026206334587186575,0.00015193555736914277,0.00015193555736914277,0.00015193555736914277,0.00015193555736914277,0.00015193555736914277,0.00011297660239506513,0.00011297660239506513,0.00011297660239506513,0.00011297660239506513,0.00011297660239506513
73,0.02965223230421543,0.02965223230421543,0.02965223230421543,0.02965223230421543,0.02965223230421543,0.00025556518812663853,0.00025556518812663853,0.00025556518812663853,0.00025556518812663853,0.00025556518812663853,0.00015034875832498074,0.00015034875832498074,0.00015034875832498074,0.00015034875832498074,0.00015034875832498074,0.000112720146717038,0.000112720146717038,0.000112720146717038,0.000112720146717038,0.000112720146717038
74,0.02947603352367878,0.02947603352367878,0.02947603352367878,0.02947603352367878,0.02947603352367878,0.0002494329819455743,0.0002494329819455743,0.0002494329819455743,0.0002494329819455743,0.0002494329819455743,0.00014882565301377326,0.00014882565301377326,0.00014882565301377326,0.00014882565301377326,0.00014882565301377326,0.00011247661313973367,0.00011247661313973367,0.00011247661313973367,0.00011247661313973367,0.00011247661313973367
75,0.02928312122821808,0.02928312122821808,0.02928312122821808,0.02928312122821808,0.02928312122821808,0.00024364177079405636,0.00024364177079405636,0.00024364177079405636,0.00024364177079405636,0.00024364177079405636,0.00014736245793756098,0.00014736245793756098,0.00014736245793756098,0.00014736245793756098,0.00014736245793756098,0.00011224475019844249,0.00011224475019844249,0.00011224475019844249,0.00011224475019844249,0.00011224475019844249
76,0.029069993644952774,0.029069993644952774,0.029069993644952774,0.029069993644952774,0.029069993644952774,0.0002381683443672955,0.0002381683443672955,0.0002381683443672955,0.0002381683443672955,0.0002381683443672955,0.0001459559571230784,0.0001459559571230784,0.0001459559571230784,0.0001459559571230784,0.0001459559571230784,0.00011202367022633553,0.00011202367022633553,0.00011202367022633553,0.00011202367022633553,0.00011202367022633553
77,0.028832457959651947,0.028832457959651947,0.028832457959651947,0.028832457959651947,0.028832457959651947,0.0002329913550056517,0.0002329913550056517,0.0002329913550056517,0.0002329913550056517,0.0002329913550056517,0.00014460303646046668,0.00014460303646046668,0.00014460303646046668,0.00014460303646046668,0.00014460303646046668,0.00011181243462488055,0.00011181243462488055,0.00011181243462488055,0.00011181243462488055,0.00011181243462488055
78,0.028565486893057823,0.028565486893057823,0.028565486893057823,0.028565486893057823,0.028565486893057823,0.00022809089568909258,0.00022809089568909258,0.00022809089568909258,0.00022809089568909258,0.00022809089568909258,0.00014330106205306947,0.00014330106205306947,0.00014330106205306947,0.00014330106205306947,0.00014330106205306947,0.0001320129813393578,0.0001320129813393578,0.0001320129813393578,0.0001320129813393578,0.0001320129813393578
79,0.028263075277209282,0.028263075277209282,0.028263075277209282,0.028263075277209282,0.028263075277209282,0.0002234487037640065,0.0002234487037640065,0.0002234487037640065,0.0002234487037640065,0.0002234487037640065,0.00014204726903699338,0.00014204726903699338,0.00014204726903699338,0.00014204726903699338,0.00014204726903699338,0.00011237722355872393,0.00011237722355872393,0.00011237722355872393,0.00011237722355872393,0.00011237722355872393
80,0.027918078005313873,0.027918078005313873,0.027918078005313873,0.027918078005313873,0.027918078005313873,0.00021904789900872856,0.00021904789900872856,0.00021904789900872856,0.00021904789900872856,0.00021904789900872856,0.00014083946007303894,0.00014083946007303894,0.00014083946007303894,0.00014083946007303894,0.00014083946007303894,0.00011160564463352785,0.00011160564463352785,0.00011160564463352785,0.00011160564463352785,0.00011160564463352785
81,0.027522053569555283,0.027522053569555283,0.027522053569555283,0.027522053569555283,0.027522053569555283,0.0002148724306607619,0.0002148724306607619,0.0002148724306607619,0.0002148724306607619,0.0002148724306607619,0.00013967537961434573,0.00013967537961434573,0.00013967537961434573,0.00013967537961434573,0.00013967537961434573,0.00011141867435071617,0.00011141867435071617,0.00011141867435071617,0.00011141867435071617,0.00011141867435071617
82,0.027065157890319824,0.027065157890319824,0.027065157890319824,0.027065157890319824,0.027065157890319824,0.00021090777590870857,0.00021090777590870857,0.00021090777590870857,0.00021090777590870857,0.00021090777590870857,0.00013855300494469702,0.00013855300494469702,0.00013855300494469702,0.00013855300494469702,0.00013855300494469702,0.00011124541924800724,0.00011124541924800724,0.00011124541924800724,0.00011124541924800724,0.00011124541924800724
83,0.026536190882325172,0.026536190882325172,0.026536190882325172,0.026536190882325172,0.026536190882325172,0.00020714060519821942,0.00020714060519821942,0.00020714060519821942,0.00020714060519821942,0.00020714060519821942,0.00013747057528235018,0.00013747057528235018,0.00013747057528235018,0.00013747057528235018,0.00013747057528235018,0.00011108048056485131,0.00011108048056485131,0.00011108048056485131,0.00011108048056485131,0.00011108048056485131
84,0.025922847911715508,0.025922847911715508,0.025922847911715508,0.025922847911715508,0.025922847911715508,0.00020355817105155438,0.00020355817105155438,0.00020355817105155438,0.00020355817105155438,0.00020355817105155438,0.00013642602425534278,0.00013642602425534278,0.00013642602425534278,0.00013642602425534278,0.00013642602425534278,0.0001109219592763111,0.0001109219592763111,0.0001109219592763111,0.0001109219592763111,0.0001109219592763111
85,0.02521243877708912,0.02521243877708912,0.02521243877708912,0.02521243877708912,0.02521243877708912,0.0002001487446250394,0.0002001487446250394,0.0002001487446250394,0.0002001487446250394,0.0002001487446250394,0.00013541796943172812,0.00013541796943172812,0.00013541796943172812,0.00013541796943172812,0.00013541796943172812,0.00011076877126470208,0.00011076877126470208,0.00011076877126470208,0.00011076877126470208,0.00011076877126470208
86,0.02439318597316742,0.02439318597316742,0.02439318597316742,0.02439318597316742,0.02439318597316742,0.00019690176122821867,0.00019690176122821867,0.00019690176122821867,0.00019690176122821867,0.00019690176122821867,0.0001344445627182722,0.0001344445627182722,0.0001344445627182722,0.0001344445627182722,0.0001344445627182722,0.00011062035628128797,0.00011062035628128797,0.00011062035628128797,0.00011062035628128797,0.00011062035628128797
87,0.023456277325749397,0.023456277325749397,0.023456277325749397,0.023456277325749397,0.023456277325749397,0.0001938068598974496,0.0001938068598974496,0.0001938068598974496,0.0001938068598974496,0.0001938068598974496,0.00013350458175409585,0.00013350458175409585,0.00013350458175409585,0.00013350458175409585,0.00013350458175409585,0.00011047629232052714,0.00011047629232052714,0.00011047629232052714,0.00011047629232052714,0.00011047629232052714
88,0.0223985742777586,0.0223985742777586,0.0223985742777586,0.0223985742777586,0.0223985742777586,0.00019085465464740992,0.00019085465464740992,0.00019085465464740992,0.00019085465464740992,0.00019085465464740992,0.00013259636762086302,0.00013259636762086302,0.00013259636762086302,0.00013259636762086302,0.00013259636762086302,0.00011033615737687796,0.00011033615737687796,0.00011033615737687796,0.00011033615737687796,0.00011033615737687796
89,0.02122553251683712,0.02122553251683712,0.02122553251683712,0.02122553251683712,0.02122553251683712,0.00018803661805577576,0.00018803661805577576,0.00018803661805577576,0.00018803661805577576,0.00018803661805577576,0.0001317185815423727,0.0001317185815423727,0.0001317185815423727,0.0001317185815423727,0.0001317185815423727,0.00011019980593118817,0.00011019980593118817,0.00011019980593118817,0.00011019980593118817,0.00011019980593118817
90,0.019953593611717224,0.019953593611717224,0.019953593611717224,0.019953593611717224,0.019953593611717224,0.00018534442642703652,0.00018534442642703652,0.00018534442642703652,0.00018534442642703652,0.00018534442642703652,0.00013086991384625435,0.00013086991384625435,0.00013086991384625435,0.00013086991384625435,0.00013086991384625435,0.00011265240755164996,0.00011265240755164996,0.00011265240755164996,0.00011265240755164996,0.00011265240755164996
91,0.018610812723636627,0.018610812723636627,0.018610812723636627,0.018610812723636627,0.018610812723636627,0.00018277065828442574,0.00018277065828442574,0.00018277065828442574,0.00018277065828442574,0.00018277065828442574,0.00013004906941205263,0.00013004906941205263,0.00013004906941205263,0.00013004906941205263,0.00013004906941205263,0.0001107807329390198,0.0001107807329390198,0.0001107807329390198,0.0001107807329390198,0.0001107807329390198
92,0.017235003411769867,0.017235003411769867,0.017235003411769867,0.017235003411769867,0.017235003411769867,0.00018030831415671855,0.00018030831415671855,0.00018030831415671855,0.00018030831415671855,0.00018030831415671855,0.00012925485498271883,0.00012925485498271883,0.00012925485498271883,0.00012925485498271883,0.00012925485498271883,0.00011005200212821364,0.00011005200212821364,0.00011005200212821364,0.00011005200212821364,0.00011005200212821364
93,0.015869343653321266,0.015869343653321266,0.015869343653321266,0.015869343653321266,0.015869343653321266,0.00017795093299355358,0.00017795093299355358,0.00017795093299355358,0.00017795093299355358,0.00017795093299355358,0.00012848594633396715,0.00012848594633396715,0.00012848594633396715,0.00012848594633396715,0.00012848594633396715,0.0001099193686968647,0.0001099193686968647,0.0001099193686968647,0.0001099193686968647,0.0001099193686968647
94,0.01455629337579012,0.01455629337579012,0.01455629337579012,0.01455629337579012,0.01455629337579012,0.00017569233023095876,0.00017569233023095876,0.00017569233023095876,0.00017569233023095876,0.00017569233023095876,0.00012774132483173162,0.00012774132483173162,0.00012774132483173162,0.00012774132483173162,0.00012774132483173162,0.00010979401849908754,0.00010979401849908754,0.00010979401849908754,0.00010979401849908754,0.00010979401849908754
95,0.01333195436745882,0.01333195436745882,0.01333195436745882,0.01333195436745882,0.01333195436745882,0.00017352694703731686,0.00017352694703731686,0.00017352694703731686,0.00017352694703731686,0.00017352694703731686,0.00012701978266704828,0.00012701978266704828,0.00012701978266704828,0.00012701978266704828,0.00012701978266704828,0.0001096738560590893,0.0001096738560590893,0.0001096738560590893,0.0001096738560590893,0.0001096738560590893
96,0.012222358025610447,0.012222358025610447,0.012222358025610447,0.012222358025610447,0.012222358025610447,0.00017144950106739998,0.00017144950106739998,0.00017144950106739998,0.00017144950106739998,0.00017144950106739998,0.000126320228446275,0.000126320228446275,0.000126320228446275,0.000126320228446275,0.000126320228446275,0.00010955664765788242,0.00010955664765788242,0.00010955664765788242,0.00010955664765788242,0.00010955664765788242
97,0.011242277920246124,0.011242277920246124,0.011242277920246124,0.011242277920246124,0.011242277920246124,0.0001694551028776914,0.0001694551028776914,0.0001694551028776914,0.0001694551028776914,0.0001694551028776914,0.00012564161443151534,0.00012564161443151534,0.00012564161443151534,0.00012564161443151534,0.00012564161443151534,0.00010944205132545903,0.00010944205132545903,0.00010944205132545903,0.00010944205132545903,0.00010944205132545903
98,0.01039596926420927,0.01039596926420927,0.01039596926420927,0.01039596926420927,0.01039596926420927,0.00016753912495914847,0.00016753912495914847,0.00016753912495914847,0.00016753912495914847,0.00016753912495914847,0.00012498289288487285,0.00012498289288487285,0.00012498289288487285,0.00012498289288487285,0.00012498289288487285,0.00011010642629116774,0.00011010642629116774,0.00011010642629116774,0.00011010642629116774,0.00011010642629116774
99,0.009776916354894638,0.00987465400248766,0.010656557977199554,0.011633936315774918,0.01945296674966812,0.0002649987582117319,0.0003643002128228545,0.0011587119661271572,0.002151726745069027,0.010095843113958836,0.002090734662488103,0.0003209821879863739,0.00022266262385528535,0.001107538933865726,0.00995630118995905,0.00020606073667295277,0.0003028011415153742,0.0010767243802547455,0.0020441284868866205,0.009783360175788403
100,0.00917954184114933,0.00927743036299944,0.010060401633381844,0.01103871688246727,0.01885039359331131,0.00026316038565710187,0.0003623153315857053,0.0011527363676577806,0.0021347925066947937,0.009833310730755329,0.002050865674391389,0.0003198710910510272,0.00022191110474523157,0.0010956177720800042,0.009410852566361427,0.00020556265371851623,0.0003011623630300164,0.001040784060023725,0.0019088922999799252,0.008077547885477543
101,0.008687518537044525,0.008785548619925976,0.009569410234689713,0.010548384860157967,0.01834915392100811,0.0002613800170365721,0.0003603653167374432,0.001146538881585002,0.0021169576793909073,0.009629468433558941,0.002016474260017276,0.00031869555823504925,0.0002211556420661509,0.0010842559859156609,0.009017945267260075,0.00020500062964856625,0.0002992899972014129,0.0010032253339886665,0.0018129057716578245,0.00750261964276433
102,0.00828530639410019,0.008383438922464848,0.009167972020804882,0.0101473368704319,0.017935924232006073,0.0002596643753349781,0.0003584822406992316,0.0011405190452933311,0.0021001475397497416,0.009475603699684143,0.0019931462593376637,0.00031753588700667024,0.0002204170305049047,0.001074327272363007,0.008711853064596653,0.00021285619004629552,0.00031482113990932703,0.00097745843231678,0.0017500340472906828,0.007095257751643658
103,0.00795720238238573,0.008055422455072403,0.008840479888021946,0.0098200598731637,0.017595376819372177,0.00025801040465012193,0.00035666723852045834,0.0011346619576215744,0.002084507141262293,0.009329155087471008,0.0019760900177061558,0.00031640229281038046,0.00021969270892441273,0.0010654740035533905,0.008474421687424183,0.00020527950255200267,0.0002975690586026758,0.0009584169019944966,0.001709956442937255,0.006764054298400879
104,0.0076883770525455475,0.0077866665087640285,0.008572117425501347,0.009551732800900936,0.017314832657575607,0.0002564153401181102,0.0003549155662767589,0.0011289030080661178,0.0020710648968815804,0.009187856689095497,0.0019599872175604105,0.0003152914287056774,0.0002189814404118806,0.0010596724459901452,0.008261511102318764,0.00020384672097861767,0.0002952219219878316,0.0009418289992026985,0.0016784971812739968,0.006467826664447784
105,0.007465510629117489,0.007563865277916193,0.008349621668457985,0.009329171851277351,0.017079699784517288,0.00025487926905043423,0.0003532174159772694,0.0011233139084652066,0.002059855032712221,0.009057535789906979,0.0019440141040831804,0.0003142183704767376,0.00021828562603332102,0.0010548323625698686,0.008064184337854385,0.0002033465716522187,0.0002937391400337219,0.0009278071811422706,0.0016508415574207902,0.0061896853148937225
106,0.007277160417288542,0.007375568617135286,0.008161582984030247,0.00914097297936678,0.01687828078866005,0.000253395177423954,0.0003515742137096822,0.0011179120047017932,0.002049896866083145,0.008943640626966953,0.0019279029220342636,0.00031315916567109525,0.00021760165691375732,0.0010499516502022743,0.007902242243289948,0.00020288024097681046,0.0002924147411249578,0.0009163570939563215,0.0016264589503407478,0.005923543591052294
107,0.007113794796168804,0.007212253287434578,0.00799849908798933,0.008977722376585007,0.016701390966773033,0.0002519603003747761,0.00034997984766960144,0.0011126591125503182,0.0020403238013386726,0.008836052380502224,0.0019115747418254614,0.00031217181822285056,0.00021693421876989305,0.001045157783664763,0.007777493912726641,0.0002024187269853428,0.0002912016643676907,0.0009073651162907481,0.0016046016244217753,0.005652915220707655
108,0.006967807188630104,0.007066316902637482,0.007852786220610142,0.008831837214529514,0.016541726887226105,0.0002505718730390072,0.0003484307089820504,0.001108095282688737,0.002031856682151556,0.008733505383133888,0.0018951280508190393,0.00031119718914851546,0.00021628092508763075,0.0010405078064650297,0.0076695154421031475,0.00020195619435980916,0.00029000124777667224,0.0008992433431558311,0.0015836907550692558,0.0053862109780311584
109,0.006833286490291357,0.006931846030056477,0.007718553300946951,0.008697446435689926,0.01639418862760067,0.0002492275962140411,0.00034692403278313577,0.0011039481032639742,0.0020242445170879364,0.008637625724077225,0.0018792911432683468,0.00031022512121126056,0.00021563518384937197,0.001035800902172923,0.0075712744146585464,0.0002014913479797542,0.00028884998755529523,0.0008910389733500779,0.0015629333211109042,0.005117877386510372
110,0.006705750245600939,0.006804365199059248,0.0075913299806416035,0.008570323698222637,0.016254976391792297,0.000247925374424085,0.0003454576653894037,0.0010998451616615057,0.002016570884734392,0.008551698178052902,0.001864090794697404,0.000309257535263896,0.00021499978902284056,0.0010310506913810968,0.007481061853468418,0.00020102615235373378,0.0002877074293792248,0.0008835921180434525,0.0015423621516674757,0.004859463777393103
111,0.00658186711370945,0.006680541671812534,0.007467799354344606,0.0084470734000206,0.0161200650036335,0.00024666328681632876,0.0003440355067141354,0.0010959800565615296,0.002008833922445774,0.008467625826597214,0.0018490133807063103,0.00030829530442133546,0.00021437395480461419,0.0010262083960697055,0.007396381348371506,0.0002005855494644493,0.0002865907736122608,0.0008767181425355375,0.001522331265732646,0.004623312968760729
112,0.006459189113229513,0.006557927001267672,0.00734551390632987,0.008325111120939255,0.015986833721399307,0.00024543938343413174,0.0003426510374993086,0.0010926767718046904,0.0020010569132864475,0.008383461274206638,0.0018343814881518483,0.00030733292805962265,0.00021375495998654515,0.001021298230625689,0.007315030787140131,0.00020014247274957597,0.00028557018958963454,0.0008698757737874985,0.0015034289099276066,0.0043901740573346615
113,0.006335919722914696,0.006434728857129812,0.007222758140414953,0.008202655240893364,0.015853486955165863,0.00024425197625532746,0.0003413012018427253,0.0010897604515776038,0.001993199111893773,0.008301148191094398,0.0018209442496299744,0.00030637523741461337,0.00021314405603334308,0.001016298308968544,0.007235347293317318,0.00019969831919297576,0.0002845565904863179,0.0008636399870738387,0.0014860108494758606,0.0041658952832221985
114,0.006210734602063894,0.006309621501713991,0.007098270580172539,0.008078516460955143,0.01571892388164997,0.00024309918808285147,0.00033998407889157534,0.0010868613608181477,0.0019852258265018463,0.008220480754971504,0.0018085185438394547,0.00030547523056156933,0.00021254047169350088,0.0010112186428159475,0.0071592070162296295,0.00019925489323213696,0.00028355675749480724,0.0008577388944104314,0.0014686642680317163,0.003998428117483854
115,0.006082627922296524,0.00618160143494606,0.00697099044919014,0.007951649837195873,0.015582304447889328,0.00024197949096560478,0.0003386980388313532,0.0010839784517884254,0.001977211330085993,0.008144613355398178,0.0017963000573217869,0.0003046528436243534,0.00021195533918216825,0.0010061527136713266,0.007085144054144621,0.00019880570471286774,0.000282607797998935,0.0008516456582583487,0.0014515320071950555,0.00395464152097702
116,0.005950829945504665,0.006049906834959984,0.00684009213000536,0.007821197621524334,0.015442882664501667,0.0002408915024716407,0.00033744110260158777,0.0010810904204845428,0.0019691092893481255,0.008073856122791767,0.0017839712090790272,0.0003039443981833756,0.00021137663861736655,0.0010010813130065799,0.0070172823034226894,0.00019838273874484003,0.0002816851483657956,0.0008459622040390968,0.0014337829779833555,0.003916777204722166
117,0.005814704578369856,0.005913897417485714,0.006704933941364288,0.0076865749433636665,0.015299848280847073,0.00023983622668311,0.00033621187321841717,0.0010782097233459353,0.001961010042577982,0.008008432574570179,0.0017716140719130635,0.0003032670356333256,0.0002108026237692684,0.0009961092146113515,0.006953107658773661,0.0001982235989999026,0.0002807757118716836,0.0008402669336646795,0.0014171365182846785,0.0038865061942487955
118,0.0056737326085567474,0.005773053504526615,0.006565017160028219,0.007547294721007347,0.01515315379947424,0.00023881006927695125,0.00033500860445201397,0.0010753298411145806,0.0019527862314134836,0.007944840006530285,0.0017592873191460967,0.00030260952189564705,0.0002102336729876697,0.0009911464294418693,0.006890138145536184,0.0001975680934265256,0.00027990853413939476,0.0008337824838235974,0.0014001381350681186,0.0038531154859811068
119,0.005527472123503685,0.005626954138278961,0.0064198956824839115,0.0074028996750712395,0.015005082823336124,0.0002378115023020655,0.0003338435781188309,0.0010724446037784219,0.0019444841891527176,0.0078832833096385,0.0017472264589741826,0.0003019524156115949,0.00020966942247468978,0.000986203900538385,0.006828771438449621,0.00019713517394848168,0.0002790355356410146,0.000827923184260726,0.001383148948661983,0.003825523890554905
120,0.005375554319471121,0.0054752095602452755,0.006269168108701706,0.00725298747420311,0.014853930100798607,0.00023684094776399434,0.00033271528081968427,0.001069545978680253,0.0019360750447958708,0.007823891006410122,0.001735370489768684,0.0003013021487277001,0.00020910982857458293,0.0009812905918806791,0.006768105551600456,0.00019752590742427856,0.0002782115188892931,0.0008226435165852308,0.0013661534758284688,0.003803571220487356
121,0.005217681638896465,0.005317505449056625,0.006112533621490002,0.00709725683555007,0.014698715880513191,0.00023589571355842054,0.00033160948078148067,0.0010666372254490852,0.0019280393607914448,0.007765904534608126,0.0017237967113032937,0.0003006538318004459,0.00020855647744610906,0.0009763167472556233,0.006710787769407034,0.00019644791609607637,0.00027740863151848316,0.0008169816574081779,0.0013492783764377236,0.003789907321333885
122,0.005053616128861904,0.005153616424649954,0.005949787329882383,0.006935586221516132,0.014539053663611412,0.0002349744172533974,0.0003305239952169359,0.0010636969236657023,0.001920152921229601,0.007716904394328594,0.0017122268909588456,0.0003000081633217633,0.0002080192498397082,0.00097153231035918,0.006653732620179653,0.00019611051538959146,0.000276637845672667,0.0008108009351417422,0.0013330589281395078,0.003780938219279051
123,0.004883218556642532,0.004983403719961643,0.0057808998972177505,0.0067680166102945805,0.014373905956745148,0.0002340760111110285,0.0003294573980383575,0.0010607423027977347,0.0019121961668133736,0.007670806720852852,0.0017007278511300683,0.0002993654925376177,0.00020749098621308804,0.0009669160353951156,0.006597461644560099,0.00019570739823393524,0.00027586580836214125,0.0008055911166593432,0.0013170454185456038,0.003772999159991741
124,0.0047064777463674545,0.004806872457265854,0.005605775862932205,0.006594166159629822,0.014203120954334736,0.00023319944739341736,0.0003284084959886968,0.0010577606735751033,0.0019041706109419465,0.007626611273735762,0.0016895682783797383,0.00029872541199438274,0.0002069783367915079,0.0009626206592656672,0.006542675197124481,0.00019623615662567317,0.0002756406320258975,0.0008003730326890945,0.0013007544912397861,0.0037643657997250557
125,0.004523462150245905,0.004624067805707455,0.005424363072961569,0.0064139943569898605,0.014026634395122528,0.0002323460066691041,0.0003273762413300574,0.0010547612328082323,0.0018962202593684196,0.007582076825201511,0.001679211389273405,0.00029808771796524525,0.00020647404016926885,0.0009583583450876176,0.006487269885838032,0.00019604939734563231,0.00027471798239275813,0.0007951530278660357,0.0012839989503845572,0.0037565322127193213
126,0.004334417637437582,0.00443522771820426,0.005236887838691473,0.006227730307728052,0.01384432427585125,0.00023151602363213897,0.0003263597027398646,0.001051733153872192,0.0018882204312831163,0.007537665776908398,0.0016691075870767236,0.00029746140353381634,0.00020598756964318454,0.0009541388135403395,0.006432219408452511,0.00019484417862258852,0.00027377664810046554,0.0007947536651045084,0.0012670464348047972,0.0037487572990357876
127,0.0041397614404559135,0.004240767098963261,0.00504371989518404,0.006035677623003721,0.013656370341777802,0.00023070471070241183,0.00032535812351852655,0.0010486728278920054,0.0018803070997819304,0.007494762539863586,0.001659282948821783,0.00029685511253774166,0.00020554881484713405,0.0009498586878180504,0.006378659047186375,0.0001944131508935243,0.00027312140446156263,0.0007865261868573725,0.0012496986892074347,0.003743346780538559
128,0.003940108697861433,0.004041295498609543,0.004845425486564636,0.005838681943714619,0.01346302404999733,0.00022991077275946736,0.00032436969922855496,0.0010455783922225237,0.0018724797992035747,0.007451924495398998,0.0016497281612828374,0.00029626162722706795,0.0002051355695584789,0.0009455179679207504,0.0063272444531321526,0.00019408368098083884,0.00027248874539509416,0.0007795473793521523,0.0012325533898547292,0.00373770110309124
129,0.0037363057490438223,0.003837654134258628,0.00464288517832756,0.005637242458760738,0.013264584355056286,0.00022913423890713602,0.0003233978641219437,0.001042445539496839,0.0018646613461896777,0.00740894116461277,0.0016409746604040265,0.0002956730895675719,0.00020474387565627694,0.0009411693317815661,0.006278135348111391,0.00019376512500457466,0.0002718998002819717,0.0007743294700048864,0.0012149005196988583,0.003734861733391881
130,0.0035294233821332455,0.0036309068091213703,0.004437149967998266,0.0054322583600878716,0.013061713427305222,0.0002283735666424036,0.00032243772875517607,0.001039276015944779,0.00185674661770463,0.007366749923676252,0.0016327815828844905,0.00029508795705623925,0.00020436133490875363,0.000936825352255255,0.0062291608192026615,0.00019345589680597186,0.00027230128762312233,0.0007690885104238987,0.0011972219217568636,0.0037296097725629807
131,0.0033207926899194717,0.003422394162043929,0.004229363054037094,0.005224898457527161,0.0128552271053195,0.00022762765001971275,0.00032148987520486116,0.0010361005552113056,0.0018486861372366548,0.007324989419430494,0.0016246293671429157,0.0002945046580862254,0.0002039866230916232,0.0009325087885372341,0.006179646123200655,0.00019363791216164827,0.00027236048481427133,0.0007637595408596098,0.0011790595017373562,0.0037253452464938164
132,0.003111958270892501,0.0032136444933712482,0.0040210699662566185,0.00501683633774519,0.01264598872512579,0.0002268960961373523,0.0003205642569810152,0.001032899017445743,0.001840851386077702,0.0072831581346690655,0.001616510096937418,0.00029392403666861355,0.00020361988572403789,0.0009281848906539381,0.006129471119493246,0.00019348580099176615,0.00027035895618610084,0.0007584961131215096,0.0011606019688770175,0.003721762914210558
133,0.0029046800918877125,0.0030064124148339033,0.0038139806129038334,0.004810306243598461,0.012435272336006165,0.00022618018556386232,0.0003196695470251143,0.0010297882836312056,0.0018334707710891962,0.007241890300065279,0.0016086067771539092,0.00029334559803828597,0.00020326112280599773,0.0009238856146112084,0.0060783084481954575,0.00019279346452094615,0.00026981320115737617,0.0007530928123742342,0.0011418828507885337,0.003714645281434059
134,0.0027008752804249525,0.002802607137709856,0.0036099394783377647,0.004606430418789387,0.01222427748143673,0.00022547667322214693,0.0003188583650626242,0.0010267053730785847,0.0018263289239257574,0.007201883476227522,0.0016008064849302173,0.0002927663445007056,0.00020291036344133317,0.0009195586899295449,0.006027707830071449,0.0001923282688949257,0.000269299722276628,0.0007477244944311678,0.0011232431279495358,0.0037110073026269674
135,0.0025025492068380117,0.0026042284443974495,0.00341112376190722,0.0044071790762245655,0.012015540152788162,0.0002247845259262249,0.0003180629573762417,0.0010236353846266866,0.0018191906856372952,0.007162857335060835,0.0015930626541376114,0.0002921893319580704,0.00020256817515473813,0.0009152878192253411,0.0059755039401352406,0.00019203250121790916,0.0002688014938030392,0.000742248201277107,0.0011052535846829414,0.00370852742344141
136,0.002311695134267211,0.0024132791440933943,0.0032196922693401575,0.00421450799331069,0.011810481548309326,0.00022410319070331752,0.00031728792237117887,0.0010205372236669064,0.0018121115863323212,0.007123700343072414,0.0015854377998039126,0.0002916145313065499,0.0002022342523559928,0.0009110684040933847,0.005921709351241589,0.00019178944057784975,0.00026829613489098847,0.0007368196966126561,0.0010866541415452957,0.003704289672896266
137,0.002130193402990699,0.0022316419053822756,0.003037256421521306,0.004030353389680386,0.011609534732997417,0.00022343193995766342,0.00031653890619054437,0.0010173965711146593,0.0018049573991447687,0.007083653938025236,0.0015780569519847631,0.0002910382463596761,0.0002019072271650657,0.0009067963110283017,0.005865872371941805,0.00019174069166183472,0.00026778574101626873,0.0007314526010304689,0.001068882062099874,0.003701117355376482
138,0.0019597068894654512,0.0020610480569303036,0.002865542657673359,0.0038566365838050842,0.011414637789130211,0.000222769973333925,0.00031580717768520117,0.0010142093524336815,0.0017977396491914988,0.007043675985187292,0.0015706169651821256,0.00029046364943496883,0.00020158846746198833,0.0009025499457493424,0.00580916553735733,0.0001914525928441435,0.00026994943618774414,0.0007259437115862966,0.0010511246509850025,0.003697596723213792
139,0.0018015558598563075,0.0019027658272534609,0.002705964958295226,0.003694794373586774,0.011227202601730824,0.000222116825170815,0.0003150839766021818,0.0010109820868819952,0.0017905613640323281,0.007003835402429104,0.0015632712747901678,0.00028988701524212956,0.0002012812765315175,0.0008984481683000922,0.005751344375312328,0.00019097552285529673,0.0002692084526643157,0.000720374402590096,0.0010332706151530147,0.0036938267294317484
140,0.0016565975965932012,0.0017576707759872079,0.0025594495236873627,0.0035457671619951725,0.011048872023820877,0.00022147194249555469,0.00031436869176104665,0.0010077260667458177,0.0017832887824624777,0.006963884923607111,0.001556051429361105,0.0002893128839787096,0.00020097577362321317,0.00089450110681355,0.005692961625754833,0.00019430325482971966,0.00026646300102584064,0.0007152673788368702,0.0010155931813642383,0.0036912381183356047
